Query,Spark 1,Spark 2,Spark 3,Spark 4,Spark 5,Sum,Average
"SELECT Year, avg((CarrierDelay / ArrDelay) * 100) FROM DelayedFlights GROUP BY Year ORDER BY Year",3.943765640258789,0.41396641731262207,0.4938821792602539,0.34941744804382324,0.29653048515319824,5.4975621700286865,1.0995124340057374
"SELECT Year, avg((NASDelay / ArrDelay) * 100) FROM DelayedFlights GROUP BY Year ORDER BY Year",0.9670367240905762,0.4371607303619385,0.32765817642211914,0.3350203037261963,0.3204152584075928,2.387291193008423,0.47745823860168457
"SELECT Year, avg((WeatherDelay / ArrDelay) * 100) FROM DelayedFlights GROUP BY Year ORDER BY Year",1.879967212677002,0.8087029457092285,0.34259843826293945,0.2809271812438965,0.27637505531311035,3.5885708332061768,0.7177141666412353
"SELECT Year, avg((LateAircraftDelay / ArrDelay) * 100) FROM DelayedFlights GROUP BY Year ORDER BY Year",0.7685730457305908,0.6058444976806641,0.32539963722229004,0.30994248390197754,0.2606008052825928,2.2703604698181152,0.454072093963623
"SELECT Year, avg((SecurityDelay / ArrDelay) * 100) FROM DelayedFlights GROUP BY Year ORDER BY Year",0.37850379943847656,0.47283029556274414,0.32292962074279785,0.28503870964050293,0.26235079765319824,1.7216532230377197,0.3443306446075439
SUM,7.937846422195435,2.7385048866271973,1.8124680519104004,1.5603461265563965,1.4162724018096924,15.465437889099121,3.0930875778198246
